Date,High,Low,Open,Close,Volume,Adj Close
2010-04-28,22.25,21.700000762939453,22.25,22.0,5244400.0,10.346783638000488
2010-04-29,23.25,21.899999618530273,22.0,23.0,8773600.0,10.817092895507812
2010-04-30,23.0,22.25,22.950000762939453,22.299999237060547,1644400.0,10.48787784576416
2010-05-03,22.950000762939453,22.649999618530273,22.75,22.799999237060547,3302700.0,10.723031044006348
2010-05-04,22.799999237060547,21.5,22.799999237060547,21.5,2276500.0,10.111627578735352
2010-05-05,22.0,20.0,22.0,20.59000015258789,6999200.0,9.683650016784668
2010-05-06,20.549999237060547,18.450000762939453,20.5,19.450000762939453,8029400.0,9.147500038146973
2010-05-07,19.549999237060547,17.899999618530273,19.5,18.600000381469727,3881500.0,8.747736930847168
2010-05-10,19.850000381469727,18.700000762939453,19.75,19.010000228881836,3861100.0,8.94056224822998
2010-05-11,19.280000686645508,18.75,18.75,18.899999618530273,2626900.0,8.888830184936523
2010-05-12,20.040000915527344,19.200000762939453,19.200000762939453,19.799999237060547,5714300.0,9.312106132507324
2010-05-13,20.100000381469727,19.600000381469727,19.850000381469727,19.649999618530273,2475900.0,9.241561889648438
2010-05-14,19.399999618530273,18.75,19.299999237060547,18.75,3133400.0,8.818283081054688
2010-05-17,19.200000762939453,18.700000762939453,19.0,18.850000381469727,10117000.0,8.865314483642578
2010-05-18,19.31999969482422,18.25,19.049999237060547,18.790000915527344,6219800.0,8.837096214294434
2010-05-19,18.93000030517578,17.549999237060547,18.899999618530273,17.700000762939453,6227700.0,8.324458122253418
2010-05-20,17.139999389648438,16.200000762939453,17.139999389648438,16.899999618530273,10248400.0,7.948212146759033
2010-05-21,17.1200008392334,16.25,16.350000381469727,16.549999237060547,4560800.0,7.783605098724365
2010-05-24,17.149999618530273,16.68000030517578,16.700000762939453,16.899999618530273,1761300.0,7.948212146759033
2010-05-25,16.790000915527344,16.200000762939453,16.790000915527344,16.56999969482422,4649600.0,7.7930121421813965
2010-05-26,17.399999618530273,16.799999237060547,16.989999771118164,17.149999618530273,2079300.0,8.065789222717285
2010-05-27,18.0,17.649999618530273,17.649999618530273,17.899999618530273,3156100.0,8.418522834777832
2010-05-28,17.899999618530273,16.25,17.899999618530273,17.770000457763672,222200.0,8.357378959655762
2010-06-01,17.799999237060547,17.200000762939453,17.649999618530273,17.5,900800.0,8.23039722442627
